證券名稱,簡稱,年月,市場風險溢酬,規模溢酬 (3因子),規模溢酬 (5因子),淨值市價比溢酬,益本比溢酬,動能因子,短期反轉因子,長期反轉因子,盈利能力因子,投資因子,無風險利率,市場投組,Date
Y8888,上市(不含金融),201408,0.020926,-0.029321,-0.025735,0.007864,0.029523999999999998,0.016626000000000002,-0.016707,-0.003118,0.033378,0.0012389999999999999,0.01355,0.022054999999999998,2014-08-31
Y8888L,上市(不含金融),201408,0.018453999999999998,-0.030002,-0.026638000000000002,0.006775,0.029796999999999997,0.014677,-0.01734,-0.005494,0.035181,0.002327,0.01355,0.019583,2014-08-31
Y8888,上市(不含金融),201409,-0.053954,0.029174000000000002,0.029798,-0.015038000000000001,-0.002464,-0.015984,0.017291,-0.038588,0.013281000000000001,-0.016246,0.01355,-0.052825,2014-09-30
Y8888L,上市(不含金融),201409,-0.056968,0.029746,0.03084,-0.015472,-0.001897,-0.018852999999999998,0.017356,-0.043389,0.016765000000000002,-0.01882,0.01355,-0.055839,2014-09-30
Y8888,上市(不含金融),201410,-0.003846,-0.061704,-0.057527999999999996,-0.002428,0.009011,-0.009408,0.000236,-0.026337000000000003,0.026403,-0.031606,0.01355,-0.002717,2014-10-31
Y8888L,上市(不含金融),201410,-0.0066949999999999996,-0.063549,-0.05907,-0.003243,0.010144,-0.008989,0.000783,-0.030310999999999998,0.030225,-0.033666,0.01355,-0.005566,2014-10-31
Y8888,上市(不含金融),201411,0.027103000000000002,-0.018969,-0.019278,-0.010268,-0.005573,0.043238000000000006,6.8e-05,-0.005064999999999999,0.006158,-0.00549,0.01355,0.028232,2014-11-30
Y8888L,上市(不含金融),201411,0.024914000000000002,-0.018915,-0.019431,-0.010889,-0.0052959999999999995,0.042005999999999995,-0.001911,-0.007436000000000001,0.008131000000000001,-0.00615,0.01355,0.026042999999999997,2014-11-30
Y8888,上市(不含金融),201412,0.016342000000000002,0.030594999999999997,0.028536000000000002,0.034344,-0.022320000000000003,-0.030991,0.028678,0.054787999999999996,-0.051392,0.026382,0.01355,0.017471,2014-12-31
Y8888L,上市(不含金融),201412,0.014487000000000002,0.029515,0.027563,0.032627,-0.021869999999999997,-0.0292,0.026663000000000003,0.049948,-0.048187,0.024263,0.01355,0.015616000000000001,2014-12-31
Y8888,上市(不含金融),201501,0.007112,-0.009294,-0.002956,0.023647,0.015593,0.018428,0.006531,0.00297,0.0076939999999999995,0.0014019999999999998,0.01355,0.008241,2015-01-31
Y8888L,上市(不含金融),201501,0.005825,-0.010307,-0.004308,0.023103,0.012822,0.017115000000000002,0.007236,0.002194,0.006756,1.5e-05,0.01355,0.006954,2015-01-31
Y8888,上市(不含金融),201502,0.024701,-0.012901000000000001,-0.012707,-0.012143999999999999,0.0025380000000000003,0.012883,-0.004217,-0.016991,0.020748000000000003,-0.014979,0.01355,0.025830000000000002,2015-02-28
Y8888L,上市(不含金融),201502,0.02359,-0.013517999999999999,-0.013298,-0.011536999999999999,0.0027900000000000004,0.012188000000000001,-0.003758,-0.017337,0.020636,-0.014863,0.01355,0.024719,2015-02-28
Y8888,上市(不含金融),201503,-0.006984000000000001,0.020027,0.02315,-0.0030159999999999996,0.033409,0.01589,-0.039361,-0.015286,0.023391000000000002,-0.019932000000000002,0.01355,-0.005855,2015-03-31
Y8888L,上市(不含金融),201503,-0.008848,0.018473,0.021709,-0.0023699999999999997,0.032606,0.014381,-0.038504000000000004,-0.015476,0.023198,-0.019587,0.01355,-0.007719,2015-03-31
Y8888,上市(不含金融),201504,0.010605999999999999,0.003146,0.00774,-0.003938,0.008535000000000001,-0.001754,-0.043555,-0.006159,0.024488,-0.027702,0.01355,0.011735,2015-04-30
Y8888L,上市(不含金融),201504,0.00828,0.000468,0.005297,-0.002356,0.009075,-0.003184,-0.040858,-0.00614,0.024314,-0.025771000000000002,0.01355,0.009408999999999999,2015-04-30
Y8888,上市(不含金融),201505,-0.013213999999999998,-0.035169,-0.032328,-0.006059999999999999,0.028121,0.045086,-0.012306,-0.027013,0.042765000000000004,0.004111,0.01355,-0.012084999999999999,2015-05-31
Y8888L,上市(不含金融),201505,-0.015707,-0.036853,-0.033781,-0.007337,0.028517,0.047202,-0.011838,-0.028993,0.045988,0.0021709999999999998,0.01355,-0.014578,2015-05-31
Y8888,上市(不含金融),201506,-0.036038,-0.009257,-0.01172,-0.047948000000000005,-0.027315999999999997,0.039843,-0.062046000000000004,-0.028099,0.045289,-0.032837,0.01355,-0.034908999999999996,2015-06-30
Y8888L,上市(不含金融),201506,-0.039602,-0.010406,-0.012293,-0.049867999999999996,-0.028362,0.043102999999999995,-0.066187,-0.031606,0.051553,-0.036592,0.01355,-0.038473,2015-06-30
Y8888,上市(不含金融),201507,-0.060187,-0.009991,-0.013066,-0.028294,-0.034008,0.052659000000000004,-0.068466,-0.012242999999999999,0.015636,-0.023594,0.01355,-0.059058,2015-07-31
Y8888L,上市(不含金融),201507,-0.066123,-0.011382000000000001,-0.01433,-0.029727999999999997,-0.036277,0.059255,-0.078582,-0.013295,0.018073,-0.028065000000000003,0.01355,-0.064994,2015-07-31
Y8888,上市(不含金融),201508,-0.047145,-0.026002,-0.018689,0.009457,0.022992,0.019017,-0.003842,-0.015314000000000001,0.042553,-0.0012690000000000002,0.01355,-0.046016,2015-08-31
Y8888L,上市(不含金融),201508,-0.052424,-0.029357,-0.020978,0.011471,0.024332,0.025157,-0.008638,-0.015825,0.048493,-0.00196,0.01355,-0.051295,2015-08-31
Y8888,上市(不含金融),201509,0.011964999999999998,0.060944000000000005,0.055679,-0.001161,0.006966,-0.039542,0.028824000000000002,0.013141,-0.031919,0.018226,0.01355,0.013094,2015-09-30
Y8888L,上市(不含金融),201509,0.009602000000000001,0.056085,0.051528,0.000982,0.009561,-0.036332,0.025190999999999998,0.011507,-0.027102,0.017313000000000002,0.01355,0.010731,2015-09-30
Y8888,上市(不含金融),201510,0.046167999999999994,0.025841,0.025028,0.003643,0.028732999999999998,-0.059759,-0.020374,0.024869,0.000808,0.0052380000000000005,0.01275,0.04723,2015-10-31
Y8888L,上市(不含金融),201510,0.042947,0.020973000000000002,0.020305,0.004973,0.026116999999999998,-0.054249,-0.014728000000000002,0.022303000000000003,-0.000397,0.004681,0.01275,0.044009,2015-10-31
Y8888,上市(不含金融),201511,-0.028624,0.025535000000000002,0.019101,-0.035862,0.000738,0.03463,0.000185,-0.028214000000000003,0.033763999999999995,-0.0012360000000000001,0.01275,-0.027561,2015-11-30
Y8888L,上市(不含金融),201511,-0.031519,0.022192,0.015626,-0.035548,0.001721,0.037405,0.0026590000000000003,-0.029265,0.035021,-0.002319,0.01275,-0.030455999999999997,2015-11-30
Y8888,上市(不含金融),201512,0.00782,-0.008465,-0.008405000000000001,0.031848,-0.005066,-0.028189000000000002,0.031974,0.018935,-0.032240000000000005,0.020152999999999997,0.01275,0.008882,2015-12-31
Y8888L,上市(不含金融),201512,0.005639999999999999,-0.010319,-0.010031000000000002,0.032947000000000004,-0.004511,-0.026383999999999998,0.030851000000000003,0.018577,-0.031267,0.01985,0.01275,0.0067020000000000005,2015-12-31
Y8888,上市(不含金融),201601,-0.015825,-0.004318,-0.005381,-0.007824,-0.012415,0.033592,0.009523,0.009146,0.018099,0.004128,0.01205,-0.014820999999999999,2016-01-31
Y8888L,上市(不含金融),201601,-0.017559,-0.005561,-0.006495,-0.007123000000000001,-0.011476,0.034607,0.009771,0.00943,0.018779,0.00392,0.01205,-0.016555,2016-01-31
Y8888,上市(不含金融),201602,0.035557,0.006795,0.007272999999999999,0.002133,0.009234,-0.020539,0.008824,0.001534,0.0024709999999999997,-0.0039369999999999995,0.01205,0.036560999999999996,2016-02-29
Y8888L,上市(不含金融),201602,0.033937,0.005099,0.005553,0.0023899999999999998,0.008675,-0.01914,0.009064,0.0017100000000000001,0.002103,-0.003549,0.01205,0.034941,2016-02-29
Y8888,上市(不含金融),201603,0.039357,-0.013507,-0.013517,-0.002401,0.018295,-0.007952,0.01184,0.000424,0.0013189999999999999,-0.0013900000000000002,0.01125,0.040293999999999996,2016-03-31
Y8888L,上市(不含金融),201603,0.03667,-0.016189,-0.016377,-0.002061,0.017894,-0.005803,0.011092999999999999,-0.001059,0.002781,-0.00322,0.01125,0.037607,2016-03-31
Y8888,上市(不含金融),201604,-0.04531399999999999,0.016678,0.015346,-0.005844,0.009314,0.005082,-0.015928,0.023757999999999998,0.007634999999999999,0.013162,0.01125,-0.044376,2016-04-30
Y8888L,上市(不含金融),201604,-0.048248,0.015576000000000001,0.014192,-0.004535,0.008997,0.005907,-0.016582,0.024542,0.008232,0.012479,0.01125,-0.04731,2016-04-30
Y8888,上市(不含金融),201605,0.017189,0.000139,-0.001666,-0.035720999999999996,-0.001118,0.034026,0.023977,-0.025655,0.027679,-0.021682999999999997,0.01125,0.018126,2016-05-31
Y8888L,上市(不含金融),201605,0.015188,-0.0007340000000000001,-0.002668,-0.03524,-0.00032,0.034272,0.023201,-0.026279,0.027785,-0.021057000000000003,0.01125,0.016125,2016-05-31
Y8888,上市(不含金融),201606,0.029173,-0.020895999999999998,-0.016559,0.013644,0.016756,-0.003921,-0.0018549999999999999,-0.011137999999999999,0.000949,-0.011587,0.01125,0.030111,2016-06-30
Y8888L,上市(不含金融),201606,0.027265,-0.021185999999999997,-0.016954,0.012431000000000001,0.016132999999999998,-0.0019420000000000001,-0.00307,-0.011377,0.003276,-0.012102,0.01125,0.028201999999999998,2016-06-30
Y8888,上市(不含金融),201607,0.054183,-0.017185,-0.012912,0.014748,0.01206,-0.015549,0.0006419999999999999,-0.004926,0.009562000000000001,0.0023769999999999998,0.01045,0.055054,2016-07-31
Y8888L,上市(不含金融),201607,0.051382000000000004,-0.017214,-0.013028999999999999,0.013475999999999998,0.011056,-0.013541000000000001,0.001048,-0.005504,0.010545,0.001716,0.01045,0.052253,2016-07-31
Y8888,上市(不含金融),201608,0.014882,0.014865,0.01581,-0.000314,0.005993000000000001,0.017398,-0.023136999999999998,0.010456,0.008506,-0.0076749999999999995,0.01045,0.015753,2016-08-31
Y8888L,上市(不含金融),201608,0.013471,0.012105,0.012957000000000002,-0.001147,0.005639,0.017574,-0.020718,0.007698,0.0097,-0.007922,0.01045,0.014341999999999999,2016-08-31
Y8888,上市(不含金融),201609,0.015445,0.005405,0.001077,-0.0053890000000000006,0.004837,0.004446,-0.011206,0.007397,-0.023351,0.006284,0.01045,0.016316,2016-09-30
Y8888L,上市(不含金融),201609,0.014145000000000001,0.0014130000000000002,-0.002078,-0.002944,0.004657,0.001227,-0.006794,0.004039,-0.018352,0.0033750000000000004,0.01045,0.015016,2016-09-30
Y8888,上市(不含金融),201610,0.015023,-0.036757,-0.040117,0.0031219999999999998,-0.001288,0.002287,-0.021018,-0.0007009999999999999,0.000181,0.031198999999999998,0.01045,0.015894,2016-10-31
Y8888L,上市(不含金融),201610,0.013335,-0.037985000000000005,-0.04105,0.003327,-0.000611,0.0010739999999999999,-0.020994000000000002,-0.0014680000000000001,0.001153,0.029816,0.01045,0.014206000000000002,2016-10-31
Y8888,上市(不含金融),201611,-0.015829,0.01275,0.011685000000000001,0.028161000000000002,-0.018832,-0.00911,-0.010650999999999999,0.024832,-0.028576,0.046462,0.01045,-0.014958,2016-11-30
Y8888L,上市(不含金融),201611,-0.017834000000000003,0.010190999999999999,0.009047,0.024928,-0.01867,-0.005123,-0.010234,0.020297,-0.023340999999999997,0.04496000000000001,0.01045,-0.016963,2016-11-30
Y8888,上市(不含金融),201612,-0.001333,0.0143,0.013221,-0.001583,0.003636,-0.007944,0.014044000000000001,0.002336,-0.0011409999999999999,0.016397,0.01045,-0.00046199999999999995,2016-12-31
Y8888L,上市(不含金融),201612,-0.002376,0.011081,0.009806,-0.004394,0.004295,-0.003512,0.010838,-0.0016420000000000002,0.0034029999999999998,0.019659,0.01045,-0.001505,2016-12-31
Y8888,上市(不含金融),201701,0.023626,-0.011899999999999999,-0.004348,0.048253000000000004,0.015929,0.017358,-0.006489,0.012041,-0.030896,0.0032,0.01045,0.024497,2017-01-31
Y8888L,上市(不含金融),201701,0.021766999999999998,-0.013264,-0.005718,0.044180000000000004,0.016679,0.015154,-0.001999,0.008115,-0.025011000000000002,0.00017500000000000003,0.01045,0.022638,2017-01-31
Y8888,上市(不含金融),201702,0.033014999999999996,0.011281000000000001,0.020078,0.057403,0.014135,-0.012793,-0.005011,0.047660999999999995,-0.052157,0.010761,0.01045,0.033886,2017-02-28
Y8888L,上市(不含金融),201702,0.030994,0.010201,0.018394,0.051555,0.013721,-0.011852,-0.002234,0.042912,-0.045646000000000006,0.009170000000000001,0.01045,0.031865000000000004,2017-02-28
Y8888,上市(不含金融),201703,0.004850999999999999,0.013456999999999998,0.014811000000000001,0.006925,0.021277,0.007884,-0.009651,0.0031230000000000003,-0.00902,0.002603,0.01045,0.0057220000000000005,2017-03-31
Y8888L,上市(不含金融),201703,0.003257,0.010458,0.011694,0.0030009999999999998,0.020905,0.006495,-0.006136,-0.0012920000000000002,-0.003257,-0.00030900000000000003,0.01045,0.004128,2017-03-31
Y8888,上市(不含金融),201704,0.008767,-0.005306,-0.003976,-0.027433,0.023424,0.022637,-0.028159,-0.022997999999999998,0.032252,-0.008931,0.01045,0.009638,2017-04-30
Y8888L,上市(不含金融),201704,0.007342,-0.0076890000000000005,-0.006108,-0.026793,0.023771,0.022805,-0.025483,-0.022638,0.034701,-0.009092,0.01045,0.008213,2017-04-30
Y8888,上市(不含金融),201705,0.018419,-0.012499,-0.013274,-0.032672,0.011182000000000001,-0.019596,-0.006951000000000001,-0.026121,0.03212,-0.027187000000000003,0.01045,0.01929,2017-05-31
Y8888L,上市(不含金融),201705,0.016818,-0.015125,-0.015761,-0.033056999999999996,0.010624,-0.020695,-0.005492,-0.028384,0.034041999999999996,-0.027789,0.01045,0.017689,2017-05-31
Y8888,上市(不含金融),201706,0.044264,-0.030903999999999997,-0.029005999999999997,0.004582,0.025917,0.008765,-0.006134,0.0018290000000000001,-0.004065,-0.016479,0.01045,0.045134999999999995,2017-06-30
Y8888L,上市(不含金融),201706,0.041914999999999994,-0.029923,-0.028126,0.004137,0.025249999999999998,0.0075639999999999995,-0.005935,0.00025100000000000003,-0.001563,-0.016917,0.01045,0.042786,2017-06-30
Y8888,上市(不含金融),201707,0.023014999999999997,-0.005424,-0.004672,-0.010336000000000001,-0.025165000000000003,0.043547,-0.019573,-0.004411,0.003387,-0.016232,0.01045,0.023885999999999998,2017-07-31
Y8888L,上市(不含金融),201707,0.021291,-0.007389,-0.006294999999999999,-0.008683999999999999,-0.020933,0.040433000000000004,-0.018166,-0.005603,0.0058379999999999994,-0.018038000000000002,0.01045,0.022162,2017-07-31
Y8888,上市(不含金融),201708,0.024047,0.00065,-0.000965,0.024203000000000002,-0.038499,0.026268,-0.010029999999999999,0.025856,-0.049256,0.032641,0.01045,0.024918,2017-08-31
Y8888L,上市(不含金融),201708,0.021518000000000002,-0.002503,-0.003695,0.022795999999999997,-0.035295,0.025462,-0.0065910000000000005,0.022399,-0.043058,0.027599,0.01045,0.022389000000000003,2017-08-31
Y8888,上市(不含金融),201709,-0.018538,0.030889000000000003,0.029068999999999998,-0.009549,-0.037961999999999996,-0.0029,0.029935,0.003749,-0.000979,-0.000237,0.01045,-0.017667,2017-09-30
Y8888L,上市(不含金融),201709,-0.02106,0.029327000000000002,0.028262,-0.009071000000000001,-0.038146,-0.004303,0.033581,0.0027229999999999997,0.002294,-0.002642,0.01045,-0.020189,2017-09-30
Y8888,上市(不含金融),201710,0.041577,-0.01171,-0.010369999999999999,-0.012891,-0.007351,0.042974,-0.018904,-0.024641000000000003,0.017095,-0.039106,0.01045,0.042448,2017-10-31
Y8888L,上市(不含金融),201710,0.03827,-0.012939,-0.01142,-0.011059000000000001,-0.004955,0.039567,-0.014134,-0.022834,0.017364,-0.037572999999999995,0.01045,0.039141,2017-10-31
Y8888,上市(不含金融),201711,-0.027839,0.024893000000000002,0.027366,0.039656,-0.025442,-0.002999,0.006511,0.017671,-0.022836,0.025664,0.01045,-0.026968000000000002,2017-11-30
Y8888L,上市(不含金融),201711,-0.031412,0.023285,0.025857,0.037871,-0.023416000000000003,-0.008001000000000001,0.009670999999999999,0.014266000000000001,-0.019045,0.021363,0.01045,-0.030541,2017-11-30
Y8888,上市(不含金融),201712,0.0040420000000000005,0.001966,0.0037730000000000003,0.009084,0.028133,-0.027755000000000002,-0.006686,-0.021354,0.018545,-0.0046229999999999995,0.01045,0.004913,2017-12-31
Y8888L,上市(不含金融),201712,0.0012939999999999998,0.000679,0.002832,0.009545,0.031243,-0.031960999999999996,-0.005789,-0.022605,0.020658,-0.005348,0.01045,0.002165,2017-12-31
Y8888,上市(不含金融),201801,0.043264,-0.019675,-0.024387,-0.000512,0.0050360000000000005,0.004175,-0.004884,0.006424999999999999,-0.0041849999999999995,-0.001242,0.01045,0.044135,2018-01-31
Y8888L,上市(不含金融),201801,0.040064999999999996,-0.021164000000000002,-0.025532,-0.0017530000000000002,0.003993,-0.001109,-0.0032640000000000004,0.004651,-0.002559,-0.001897,0.01045,0.040936,2018-01-31
Y8888,上市(不含金融),201802,-0.029079999999999998,0.015307999999999999,0.017087,-0.005587,0.007057,0.010746,-0.004224,-0.002023,0.008535000000000001,-0.00026700000000000004,0.01045,-0.028208999999999998,2018-02-28
Y8888L,上市(不含金融),201802,-0.030583,0.013785,0.015837,-0.006332,0.006839,0.010265999999999999,-0.001936,-0.004468,0.010743,-0.002593,0.01045,-0.029712000000000002,2018-02-28
Y8888,上市(不含金融),201803,0.010733,0.02533,0.024820000000000002,-0.013756999999999998,0.017773,0.022355,-0.030598,0.043178999999999995,0.003293,-0.006757999999999999,0.01045,0.011604000000000001,2018-03-31
Y8888L,上市(不含金融),201803,0.008262,0.018909,0.01871,-0.011418,0.019009,0.02165,-0.027156,0.034272,0.008101,-0.011226,0.01045,0.009133,2018-03-31
Y8888,上市(不含金融),201804,-0.031587000000000004,-0.002515,0.005106,0.036327,-0.00604,-0.003164,-0.041067,-0.000294,0.00037699999999999995,0.0034899999999999996,0.01045,-0.030716,2018-04-30
Y8888L,上市(不含金融),201804,-0.034685,-0.0050490000000000005,0.002789,0.036734,-0.005168000000000001,-0.005595,-0.038353,-0.001112,0.0010739999999999999,0.003328,0.01045,-0.033814000000000004,2018-04-30
Y8888,上市(不含金融),201805,0.022869,0.015789,0.014702999999999999,-0.001421,-0.022671999999999998,0.037816999999999996,-0.033352,-0.031294,-0.019684,0.00025499999999999996,0.01045,0.02374,2018-05-31
Y8888L,上市(不含金融),201805,0.017674000000000002,0.008385,0.008341,-0.001899,-0.01836,0.025956999999999997,-0.026535000000000003,-0.029925999999999998,-0.010802,0.002212,0.01045,0.018545,2018-05-31
Y8888,上市(不含金融),201806,0.004303,0.020093,0.013774999999999999,-0.026392000000000002,-0.027258,0.008016,-0.028217,-0.036367,-0.003273,0.000168,0.01045,0.005174,2018-06-30
Y8888L,上市(不含金融),201806,0.002421,0.016509,0.011068,-0.022955999999999997,-0.021521,0.004749,-0.02436,-0.036114,-0.000582,0.001374,0.01045,0.003292,2018-06-30
Y8888,上市(不含金融),201807,0.045382,-0.063811,-0.056905000000000004,0.005456,0.045232999999999995,-0.03268,-0.0033450000000000003,-0.04933,0.026869,-0.003528,0.01045,0.046253,2018-07-31
Y8888L,上市(不含金融),201807,0.041059,-0.062688,-0.055342,0.0065780000000000005,0.048442,-0.033541,-0.001901,-0.048403999999999996,0.027883,-0.002752,0.01045,0.041929999999999995,2018-07-31
Y8888,上市(不含金融),201808,0.004645,-0.015799,-0.009381,0.01901,0.017943,-0.008122,-0.060464000000000004,0.0077280000000000005,0.016316999999999998,0.017641,0.01045,0.005516,2018-08-31
Y8888L,上市(不含金融),201808,0.002395,-0.020182000000000002,-0.012694,0.021381999999999998,0.023204,-0.009836000000000001,-0.06175,0.009495,0.019346000000000002,0.017626,0.01045,0.003266,2018-08-31
Y8888,上市(不含金融),201809,-0.008893999999999999,-0.013637,-0.012532000000000001,0.005336,0.015864,0.004402,-0.09457,0.010261,-0.0061909999999999995,0.028437,0.01045,-0.008023,2018-09-30
Y8888L,上市(不含金融),201809,-0.013533,-0.014825,-0.012506,0.009615,0.0239,0.001586,-0.105158,0.0123,-0.007000999999999999,0.031228,0.01045,-0.012662,2018-09-30
Y8888,上市(不含金融),201810,-0.11652100000000001,-0.00793,-0.010521,-0.010903000000000001,0.024977999999999997,0.007138,-0.061501,-0.013065,0.030459999999999997,0.028993,0.01045,-0.11564999999999999,2018-10-31
Y8888L,上市(不含金融),201810,-0.127752,-0.010763,-0.012827999999999999,-0.011039,0.033538,0.008609,-0.075235,-0.015436,0.03702,0.033291,0.01045,-0.126881,2018-10-31
Y8888,上市(不含金融),201811,0.0049,0.064401,0.057729,0.020866,-0.033283,-0.047348,0.071048,0.029043,-0.059662,0.003063,0.01045,0.005770999999999999,2018-11-30
Y8888L,上市(不含金融),201811,0.001213,0.061262,0.055756,0.021539000000000003,-0.029709,-0.04274,0.061811,0.028321,-0.053639,0.003953,0.01045,0.002084,2018-11-30
Y8888,上市(不含金融),201812,-0.015451999999999999,0.011557,0.017694,-0.018855999999999998,0.014403999999999998,0.021706,0.042695,0.001542,0.031805,0.0043619999999999996,0.01045,-0.014581,2018-12-31
Y8888L,上市(不含金融),201812,-0.017354,0.010113,0.018187,-0.016788,0.014865999999999999,0.023263,0.047311,0.0011200000000000001,0.039053,0.002797,0.01045,-0.016483,2018-12-31
Y8888,上市(不含金融),201901,0.021633,-0.0009260000000000001,0.000292,-0.007145,0.0020080000000000002,-0.020194999999999998,0.046300999999999995,0.009144,0.026438000000000003,-0.026915,0.01045,0.022504,2019-01-31
Y8888L,上市(不含金融),201901,0.019656,-0.001537,-0.000123,-0.005544,0.002312,-0.018081,0.045,0.008706,0.02512,-0.025127999999999998,0.01045,0.020527000000000004,2019-01-31
Y8888,上市(不含金融),201902,0.047725,0.005262,0.001096,-0.02344,-0.018137,-0.013687,-0.004058,-0.016596,0.014794,-0.0016270000000000002,0.01045,0.048596,2019-02-28
Y8888L,上市(不含金融),201902,0.045431,0.004483,0.00054,-0.022315,-0.016385,-0.011770000000000001,-0.0029449999999999997,-0.016162,0.014798,-0.001428,0.01045,0.046302,2019-02-28
Y8888,上市(不含金融),201903,0.024997,0.008404,0.005647,-0.021818,0.003263,0.040068,-0.012926,-0.0029310000000000004,0.00425,-0.003387,0.01045,0.025868000000000002,2019-03-31
Y8888L,上市(不含金融),201903,0.023336000000000003,0.005920999999999999,0.0036220000000000002,-0.021280999999999998,0.004239,0.039265,-0.010216000000000001,-0.004421,0.007156,-0.005229,0.01045,0.024207,2019-03-31
Y8888,上市(不含金融),201904,0.031410999999999994,-0.032572000000000004,-0.025095999999999997,0.018512999999999998,0.032701,-0.024418000000000002,0.002149,0.027929,0.026480999999999998,-0.021793999999999997,0.01045,0.032282000000000005,2019-04-30
Y8888L,上市(不含金融),201904,0.029045,-0.032892000000000005,-0.025525000000000003,0.017145999999999998,0.031239,-0.02298,0.002714,0.025343,0.027639999999999998,-0.02068,0.01045,0.029916,2019-04-30
Y8888,上市(不含金融),201905,-0.049737,0.021036000000000003,0.019504,0.01574,-0.029581,0.044382000000000005,0.02476,-0.003778,-0.011373,0.044800000000000006,0.01045,-0.04886599999999999,2019-05-31
Y8888L,上市(不含金融),201905,-0.05441,0.021878,0.020550000000000002,0.01529,-0.029729000000000002,0.047403,0.025586,-0.006529,-0.010294000000000001,0.046113,0.01045,-0.053539,2019-05-31
Y8888,上市(不含金融),201906,0.033406,-0.01529,-0.016004,-0.006054,0.005425999999999999,-0.003106,0.030014,-0.007279,0.017225,0.001946,0.01045,0.034277,2019-06-30
Y8888L,上市(不含金融),201906,0.03199,-0.016038,-0.016413999999999998,-0.005896,0.006000999999999999,-0.0024709999999999997,0.02949,-0.008156,0.018309,0.001118,0.01045,0.032861,2019-06-30
Y8888,上市(不含金融),201907,0.032755,0.01153,0.012375,0.0027489999999999997,-0.012766999999999999,-0.0025109999999999998,-0.054939999999999996,0.002865,0.010515000000000002,-0.000802,0.01045,0.033626,2019-07-31
Y8888L,上市(不含金融),201907,0.029554999999999998,0.008991,0.009961,0.001701,-0.008543,-0.004877,-0.047227,-0.00053,0.011181000000000002,-0.000986,0.01045,0.030426,2019-07-31
Y8888,上市(不含金融),201908,-0.012333,0.022944,0.022275999999999997,-0.018529,-0.01968,0.048181,-0.022934999999999997,0.012105,0.019462,-0.000833,0.01045,-0.011462000000000002,2019-08-31
Y8888L,上市(不含金融),201908,-0.014058,0.021079,0.020534,-0.018137,-0.018855999999999998,0.047416,-0.021748,0.011619999999999998,0.02008,0.00043400000000000003,0.01045,-0.013186999999999999,2019-08-31
Y8888,上市(不含金融),201909,0.021023,-0.010197000000000001,-0.010132,-0.007897,0.0027229999999999997,-0.020697999999999998,-0.0007530000000000001,-0.014863,0.000602,-0.021733,0.01045,0.021894,2019-09-30
Y8888L,上市(不含金融),201909,0.019574,-0.010888,-0.010629999999999999,-0.00757,0.002593,-0.019896,-0.00046899999999999996,-0.014643,0.000916,-0.021585,0.01045,0.020445,2019-09-30
Y8888,上市(不含金融),201910,0.051405000000000006,-0.026703,-0.025025,-0.007776,-0.004659,0.027992,-0.016076999999999998,-0.004472,0.024889,-0.00961,0.01045,0.052275999999999996,2019-10-31
Y8888L,上市(不含金融),201910,0.048261000000000005,-0.027244,-0.025318,-0.006796,-0.003357,0.02437,-0.013694,-0.005835,0.024672,-0.007431999999999999,0.01045,0.049131999999999995,2019-10-31
Y8888,上市(不含金融),201911,0.011031,-0.022129,-0.014804,0.035633,0.010966,0.000649,-0.017415,0.00178,0.005064,0.003548,0.01045,0.011902,2019-11-30
Y8888L,上市(不含金融),201911,0.009633000000000001,-0.023968,-0.016501,0.034284,0.011585000000000002,-0.000567,-0.014839,-0.000523,0.0061140000000000005,0.004081,0.01045,0.010504,2019-11-30
Y8888,上市(不含金融),201912,0.049057,-0.009951999999999999,-0.009073,-0.011265,0.010773999999999999,0.011187,-0.011741999999999999,-0.019849000000000002,0.023445,-0.007584,0.01045,0.049928,2019-12-31
Y8888L,上市(不含金融),201912,0.046104000000000006,-0.011377,-0.010295,-0.010086,0.010188999999999998,0.010912999999999999,-0.010669999999999999,-0.019473,0.023254999999999998,-0.006217,0.01045,0.046974999999999996,2019-12-31
Y8888,上市(不含金融),202001,-0.047365000000000004,-0.00032399999999999996,0.000299,-0.006548000000000001,0.005159,0.005437999999999999,0.010001,-0.007002,0.019459,0.006063,0.01045,-0.046494,2020-01-31
Y8888L,上市(不含金融),202001,-0.049888,-0.0034189999999999997,-0.002395,-0.006124000000000001,0.007828,0.005743000000000001,0.011305,-0.008905999999999999,0.022265,0.005825,0.01045,-0.049017,2020-01-31
Y8888,上市(不含金融),202002,-0.022056,0.005309,0.0050290000000000005,-0.00149,0.002406,-0.000615,-0.014773000000000001,-0.000428,0.002557,0.006737999999999999,0.01045,-0.021185,2020-02-29
Y8888L,上市(不含金融),202002,-0.023233,0.002856,0.002846,-0.0018709999999999998,0.003467,-0.0012330000000000002,-0.013326,-0.001031,0.005194,0.005620000000000001,0.01045,-0.022362000000000003,2020-02-29
Y8888,上市(不含金融),202003,-0.13469699999999998,-0.029061,-0.028231000000000003,-0.020413,-0.025464,0.033109,-0.042134,-0.030952999999999998,0.029428,-0.004341,0.00795,-0.134034,2020-03-31
Y8888L,上市(不含金融),202003,-0.148668,-0.038991,-0.037634,-0.022428,-0.028778,0.043377,-0.049604,-0.037228,0.036553,-0.003737,0.00795,-0.148005,2020-03-31
Y8888,上市(不含金融),202004,0.135744,0.052386999999999996,0.047121,0.029272999999999997,0.035786,-0.002846,0.146827,0.016873,-0.039931999999999995,-0.005397,0.00795,0.136406,2020-04-30
