id,date,sd,quantile,sign,trade,perd,chg,name,closing_price
807,2007/11/30,0.0101351,0.000413852,0,0,0,0,marketing_bear_svr1,0
808,2007/12/31,0.00480178,0.00147806,0,0,0,0,marketing_bear_svr1,0
809,2008/1/31,-0.000555802,0.0010251,1,0,0,0,marketing_bear_svr1,0
810,2008/2/29,0.00861265,0.000727286,0,0,0,0,marketing_bear_svr1,0
811,2008/3/31,0.0275253,0.00085552,0,0,0,0,marketing_bear_svr1,0
812,2008/4/30,0.0339403,0.000844322,0,0,0,0,marketing_bear_svr1,0
813,2008/5/30,0.0277324,0.000846448,0,0,0,0,marketing_bear_svr1,0
814,2008/6/30,0.00424938,0.000486071,0,0,0,0,marketing_bear_svr1,0
815,2008/7/31,-0.00820301,-7.28E-05,1,0,0,0,marketing_bear_svr1,0
816,2008/8/29,-0.0226678,-0.00176057,1,1,0,0,marketing_bear_svr1,0
817,2008/9/30,-0.0424464,-0.00568851,1,1,1,1,marketing_bear_svr1,0
818,2008/10/31,-0.0604974,-0.0109373,1,1,1,0,marketing_bear_svr1,0
819,2008/11/28,-0.0789492,-0.0173263,1,1,1,0,marketing_bear_svr1,0
820,2008/12/31,-0.0696756,-0.0218458,1,1,1,0,marketing_bear_svr1,0
821,2009/1/30,-0.0589142,-0.0250897,1,1,1,0,marketing_bear_svr1,0
822,2009/2/27,-0.0421571,-0.0269784,1,1,1,0,marketing_bear_svr1,0
823,2009/3/31,-0.0301139,-0.0281178,1,1,1,0,marketing_bear_svr1,0
824,2009/4/30,-0.00573042,-0.0283711,0,0,1,0,marketing_bear_svr1,0
825,2009/5/29,0.0227923,-0.0282195,0,0,1,0,marketing_bear_svr1,0
826,2009/6/30,0.0402889,-0.0280897,0,0,1,0,marketing_bear_svr1,0
827,2009/7/31,0.0487951,-0.0280077,0,0,0,-1,marketing_bear_svr1,0
828,2009/8/31,0.0416597,-0.0278739,0,0,0,0,marketing_bear_svr1,0
829,2009/9/30,0.0423987,-0.0277962,0,0,0,0,marketing_bear_svr1,0
830,2009/10/30,0.0361647,-0.0276517,0,0,0,0,marketing_bear_svr1,0
831,2009/11/30,0.0339197,-0.0273419,0,0,0,0,marketing_bear_svr1,0
832,2009/12/31,0.0293296,-0.0268791,0,0,0,0,marketing_bear_svr1,0
833,2010/1/29,0.0204896,-0.0264485,0,0,0,0,marketing_bear_svr1,0
834,2010/2/26,0.0129909,-0.0261122,0,0,0,0,marketing_bear_svr1,0
835,2010/3/31,0.00758103,-0.0257651,0,0,0,0,marketing_bear_svr1,0
836,2010/4/30,0.00957981,-0.0253207,0,0,0,0,marketing_bear_svr1,0
837,2010/5/31,0.00458188,-0.0251269,0,0,0,0,marketing_bear_svr1,0
838,2010/6/30,-0.00988779,-0.0255972,0,0,0,0,marketing_bear_svr1,0
839,2010/7/30,-0.0173228,-0.0265305,0,0,0,0,marketing_bear_svr1,0
840,2010/8/31,-0.0188189,-0.0275065,0,0,0,0,marketing_bear_svr1,0
841,2010/9/30,-0.00170865,-0.0278845,0,0,0,0,marketing_bear_svr1,0
842,2010/10/29,0.00819132,-0.0279298,0,0,0,0,marketing_bear_svr1,0
843,2010/11/30,0.0189363,-0.027775,0,0,0,0,marketing_bear_svr1,0
844,2010/12/31,0.0202108,-0.0274772,0,0,0,0,marketing_bear_svr1,0
845,2011/1/31,0.0212277,-0.0270137,0,0,0,0,marketing_bear_svr1,0
846,2011/2/28,0.0172382,-0.0268432,0,0,0,0,marketing_bear_svr1,0
847,2011/3/31,0.00672514,-0.0271892,0,0,0,0,marketing_bear_svr1,0
848,2011/4/29,-0.00270708,-0.0278131,0,0,0,0,marketing_bear_svr1,0
849,2011/5/31,-0.0044536,-0.0284276,0,0,0,0,marketing_bear_svr1,0
850,2011/6/30,-0.00564801,-0.0287012,0,0,0,0,marketing_bear_svr1,0
851,2011/7/29,-0.0103486,-0.0287737,0,0,0,0,marketing_bear_svr1,0
852,2011/8/31,-0.0269908,-0.0289685,0,0,0,0,marketing_bear_svr1,0
853,2011/9/30,-0.0447914,-0.029106,1,0,0,0,marketing_bear_svr1,0
854,2011/10/31,-0.0526103,-0.0285675,1,1,0,0,marketing_bear_svr1,0
855,2011/11/30,-0.0522997,-0.0265235,1,1,1,1,marketing_bear_svr1,0
856,2011/12/30,-0.0449399,-0.0247175,1,1,1,0,marketing_bear_svr1,0
857,2012/1/31,-0.0365241,-0.0232058,1,1,1,0,marketing_bear_svr1,0
858,2012/2/29,-0.0179151,-0.021888,0,0,1,0,marketing_bear_svr1,0
859,2012/3/30,-0.0025149,-0.0206817,0,0,1,0,marketing_bear_svr1,0
860,2012/4/30,0.00399948,-0.0203821,0,0,1,0,marketing_bear_svr1,0
861,2012/5/31,0.00307577,-0.0207477,0,0,0,-1,marketing_bear_svr1,0
862,2012/6/29,0.00372604,-0.0210964,0,0,0,0,marketing_bear_svr1,0
863,2012/7/31,0.00548147,-0.0212257,0,0,0,0,marketing_bear_svr1,0
864,2012/8/31,0.00863222,-0.0213169,0,0,0,0,marketing_bear_svr1,0
865,2012/9/28,0.00742273,-0.0213494,0,0,0,0,marketing_bear_svr1,0
866,2012/10/31,0.00652267,-0.0214258,0,0,0,0,marketing_bear_svr1,0
867,2012/11/30,0.00538881,-0.0214983,0,0,0,0,marketing_bear_svr1,0
868,2012/12/31,0.0082214,-0.0215374,0,0,0,0,marketing_bear_svr1,0
869,2013/1/31,0.0128196,-0.0215628,0,0,0,0,marketing_bear_svr1,0
870,2013/2/28,0.0166748,-0.0215433,0,0,0,0,marketing_bear_svr1,0
871,2013/3/29,0.0204692,-0.0214563,0,0,0,0,marketing_bear_svr1,0
872,2013/4/30,0.0243227,-0.0213941,0,0,0,0,marketing_bear_svr1,0
873,2013/5/31,0.0286054,-0.0212553,0,0,0,0,marketing_bear_svr1,0
874,2013/6/28,0.0234784,-0.0206608,0,0,0,0,marketing_bear_svr1,0
875,2013/7/31,0.0157689,-0.0197651,0,0,0,0,marketing_bear_svr1,0
876,2013/8/30,0.0061834,-0.0189167,0,0,0,0,marketing_bear_svr1,0
877,2013/9/30,0.00226562,-0.0188085,0,0,0,0,marketing_bear_svr1,0
878,2013/10/31,-0.00408995,-0.0191177,0,0,0,0,marketing_bear_svr1,0
879,2013/11/29,-0.00973978,-0.0197416,0,0,0,0,marketing_bear_svr1,0
880,2013/12/31,-0.0112961,-0.020401,0,0,0,0,marketing_bear_svr1,0
881,2014/1/31,-0.0102043,-0.0209879,0,0,0,0,marketing_bear_svr1,0
882,2014/2/28,-0.00587578,-0.021392,0,0,0,0,marketing_bear_svr1,0
883,2014/3/31,-0.00212426,-0.0215757,0,0,0,0,marketing_bear_svr1,0
884,2014/4/30,-0.00167766,-0.0215492,0,0,0,0,marketing_bear_svr1,0
885,2014/5/30,0.000540658,-0.0214213,0,0,0,0,marketing_bear_svr1,0
886,2014/6/30,-0.00202255,-0.0213202,0,0,0,0,marketing_bear_svr1,0
887,2014/7/31,0.00175874,-0.0209729,0,0,0,0,marketing_bear_svr1,0
888,2014/8/29,-0.000173465,-0.0198982,0,0,0,0,marketing_bear_svr1,0
889,2014/9/30,0.00162363,-0.017508,0,0,0,0,marketing_bear_svr1,0
890,2014/10/31,-0.00094298,-0.0142839,0,0,0,0,marketing_bear_svr1,0
891,2014/11/28,-0.00490769,-0.0108571,0,0,0,0,marketing_bear_svr1,0
892,2014/12/31,-0.00621043,-0.00787838,0,0,0,0,marketing_bear_svr1,0
893,2015/1/30,-0.00597556,-0.00547525,1,0,0,0,marketing_bear_svr1,0
894,2015/2/27,-0.00593404,-0.00470795,1,1,0,0,marketing_bear_svr1,0
895,2015/3/31,-0.00865718,-0.00501351,1,1,1,1,marketing_bear_svr1,0
896,2015/4/30,-0.00719739,-0.00545546,1,1,1,0,marketing_bear_svr1,0
897,2015/5/29,-0.00370037,-0.00569787,0,0,1,0,marketing_bear_svr1,0
898,2015/6/30,-0.00329085,-0.00593688,0,0,1,0,marketing_bear_svr1,0
899,2015/7/31,-0.0101735,-0.00654926,1,0,1,0,marketing_bear_svr1,0
900,2015/8/31,-0.0246213,-0.00819108,1,1,0,-1,marketing_bear_svr1,0
901,2015/9/30,-0.0273782,-0.00992644,1,1,1,1,marketing_bear_svr1,0
902,2015/10/30,-0.02304,-0.0112163,1,1,1,0,marketing_bear_svr1,0
903,2015/11/30,-0.0110803,-0.0117441,0,0,1,0,marketing_bear_svr1,0
904,2015/12/31,-0.00619687,-0.0120918,0,0,1,0,marketing_bear_svr1,0
905,2016/1/29,-0.00579532,-0.0124373,0,0,1,0,marketing_bear_svr1,0
906,2016/2/29,-0.0024591,-0.0126376,0,0,0,-1,marketing_bear_svr1,0
907,2016/3/31,4.23E-05,-0.0126862,0,0,0,0,marketing_bear_svr1,0
908,2016/4/29,0.00275579,-0.0125234,0,0,0,0,marketing_bear_svr1,0
909,2016/5/31,0.00407879,-0.0120412,0,0,0,0,marketing_bear_svr1,0
910,2016/6/30,0.0054511,-0.0116313,0,0,0,0,marketing_bear_svr1,0
911,2016/7/29,0.00973859,-0.0114916,0,0,0,0,marketing_bear_svr1,0
912,2016/8/31,0.011599,-0.0115574,0,0,0,0,marketing_bear_svr1,0
913,2016/9/30,0.0132284,-0.0116299,0,0,0,0,marketing_bear_svr1,0
914,2016/10/31,0.0131798,-0.0115473,0,0,0,0,marketing_bear_svr1,0
915,2016/11/30,0.0142954,-0.0112319,0,0,0,0,marketing_bear_svr1,0
916,2016/12/30,0.0141742,-0.0107882,0,0,0,0,marketing_bear_svr1,0
917,2017/1/31,0.011018,-0.0103278,0,0,0,0,marketing_bear_svr1,0
918,2017/2/28,0.0101691,-0.0100244,0,0,0,0,marketing_bear_svr1,0
919,2017/3/31,0.0104054,-0.00983211,0,0,0,0,marketing_bear_svr1,0
920,2017/4/28,0.0120308,-0.00963937,0,0,0,0,marketing_bear_svr1,0
921,2017/5/31,0.0110477,-0.00949557,0,0,0,0,marketing_bear_svr1,0
922,2017/6/30,0.00960359,-0.00927499,0,0,0,0,marketing_bear_svr1,0
923,2017/7/31,0.00913792,-0.00915677,0,0,0,0,marketing_bear_svr1,0
924,2017/8/31,0.00994778,-0.00897584,0,0,0,0,marketing_bear_svr1,0
925,2017/9/29,0.0118637,-0.00882592,0,0,0,0,marketing_bear_svr1,0
926,2017/10/31,0.0137464,-0.00858659,0,0,0,0,marketing_bear_svr1,0
927,2017/11/30,0.012507,-0.00819024,0,0,0,0,marketing_bear_svr1,0
928,2017/12/29,0.00984151,-0.00774346,0,0,0,0,marketing_bear_svr1,0
929,2018/1/31,0.00685164,-0.00733924,0,0,0,0,marketing_bear_svr1,0
930,2018/2/28,0.00489121,-0.00696886,0,0,0,0,marketing_bear_svr1,0
931,2018/3/30,0.00258878,-0.0065166,0,0,0,0,marketing_bear_svr1,0
932,2018/4/30,-0.00278081,-0.00631795,0,0,0,0,marketing_bear_svr1,0
933,2018/5/31,-0.00392454,-0.00632751,0,0,0,0,marketing_bear_svr1,0
934,2018/6/29,-0.0061374,-0.00645403,0,0,0,0,marketing_bear_svr1,0
935,2018/7/31,-0.00376249,-0.00613697,0,0,0,0,marketing_bear_svr1,0
936,2018/8/31,-0.00524509,-0.00479339,1,0,0,0,marketing_bear_svr1,0
937,2018/9/28,-0.00611292,-0.00308542,1,1,0,0,marketing_bear_svr1,0
938,2018/10/31,-0.0176741,-0.00256626,1,1,1,1,marketing_bear_svr1,0
939,2018/11/30,-0.0175671,-0.00308552,1,1,1,0,marketing_bear_svr1,0
940,2018/12/31,-0.0174619,-0.00387453,1,1,1,0,marketing_bear_svr1,0
941,2019/1/31,-0.00542814,-0.00385526,1,1,1,0,marketing_bear_svr1,0
942,2019/2/28,0.000357862,-0.00373987,0,0,1,0,marketing_bear_svr1,0
943,2019/3/29,0.002611,-0.00364977,0,0,1,0,marketing_bear_svr1,0
944,2019/4/30,-0.00409897,-0.0039241,1,0,1,0,marketing_bear_svr1,0
945,2019/5/31,-0.013688,-0.00479686,1,1,0,-1,marketing_bear_svr1,0
49,2019/6/28,-0.0178238,-0.00595888,1,1,1,1,marketing_bear_svr1,10730.8
50,2019/7/31,-0.0169012,-0.00706263,1,1,1,0,marketing_bear_svr1,10823.8
51,2019/8/30,-0.0151816,-0.00801329,1,1,1,0,marketing_bear_svr1,10618
52,2019/9/30,-0.0118931,-0.0087308,1,1,1,0,marketing_bear_svr1,10829.7
53,2019/10/31,-0.00862162,-0.00924697,0,0,1,0,marketing_bear_svr1,11358.7
54,2019/11/29,-0.00818845,-0.00970964,0,0,1,0,marketing_bear_svr1,11489.6
55,2019/12/31,-0.00828706,-0.0101429,0,0,1,0,marketing_bear_svr1,11997.1
56,2020/1/31,-0.00802393,-0.010545,0,0,0,-1,marketing_bear_svr1,11495.1
57,2020/2/28,-0.00658833,-0.0108666,0,0,0,0,marketing_bear_svr1,11292.2
58,2020/3/31,0.00765529,-0.0108708,0,0,0,0,marketing_bear_svr1,9708.06
59,2020/4/30,0.0228517,-0.0110525,0,0,0,0,marketing_bear_svr1,10992.1
60,2020/5/29,0.0409942,-0.0118985,0,0,0,0,marketing_bear_svr1,10942.2
197,2020/6/30,0.0244147,-0.0119737,0,0,0,0,marketing_bear_svr1,11621.2
213,2020/7/31,0.00344874,-0.0120593,0,0,0,0,marketing_bear_svr1,12664.8
229,2020/8/31,-0.0183982,-0.0129981,1,0,0,0,marketing_bear_svr1,12795.5
946,2007/9/28,0.0525037,-0.0212065,0,0,0,0,marketing_bear_svr2,0
947,2007/10/31,0.0497678,-0.0168041,0,0,0,0,marketing_bear_svr2,0
948,2007/11/30,0.0113688,-0.00791755,0,0,0,0,marketing_bear_svr2,0
949,2007/12/31,-0.0463684,-0.0046291,1,0,0,0,marketing_bear_svr2,0
950,2008/1/31,-0.126489,-0.0155678,1,1,0,0,marketing_bear_svr2,0
951,2008/2/29,-0.0657692,-0.0207875,1,1,1,1,marketing_bear_svr2,0
952,2008/3/31,-0.127897,-0.0321886,1,1,1,0,marketing_bear_svr2,0
953,2008/4/30,-0.0781514,-0.0373075,1,1,1,0,marketing_bear_svr2,0
954,2008/5/30,-0.10616,-0.0452662,1,1,1,0,marketing_bear_svr2,0
955,2008/6/30,-0.0847265,-0.0509901,1,1,1,0,marketing_bear_svr2,0
956,2008/7/31,-0.0733295,-0.055494,1,1,1,0,marketing_bear_svr2,0
957,2008/8/29,-0.0785373,-0.0596522,1,1,1,0,marketing_bear_svr2,0
958,2008/9/30,-0.0922526,-0.0633992,1,1,1,0,marketing_bear_svr2,0
959,2008/10/31,-0.141984,-0.0723546,1,1,1,0,marketing_bear_svr2,0
960,2008/11/28,-0.156591,-0.0817988,1,1,1,0,marketing_bear_svr2,0
961,2008/12/31,-0.11376,-0.0872881,1,1,1,0,marketing_bear_svr2,0
962,2009/1/30,-0.11812,-0.0930052,1,1,1,0,marketing_bear_svr2,0
963,2009/2/27,-0.0628077,-0.0954018,0,0,1,0,marketing_bear_svr2,0
964,2009/3/31,0.026218,-0.0952243,0,0,1,0,marketing_bear_svr2,0
965,2009/4/30,0.116444,-0.0963281,0,0,1,0,marketing_bear_svr2,0
966,2009/5/29,0.177137,-0.0988911,0,0,0,-1,marketing_bear_svr2,0
967,2009/6/30,0.152304,-0.100059,0,0,0,0,marketing_bear_svr2,0
968,2009/7/31,0.205853,-0.101977,0,0,0,0,marketing_bear_svr2,0
969,2009/8/31,0.194973,-0.101987,0,0,0,0,marketing_bear_svr2,0
970,2009/9/30,0.173743,-0.0988589,0,0,0,0,marketing_bear_svr2,0
971,2009/10/30,0.0624842,-0.0976174,0,0,0,0,marketing_bear_svr2,0
972,2009/11/30,-0.00403115,-0.0982275,0,0,0,0,marketing_bear_svr2,0
973,2009/12/31,-0.0158939,-0.100028,0,0,0,0,marketing_bear_svr2,0
974,2010/1/29,0.0551992,-0.0996425,0,0,0,0,marketing_bear_svr2,0
975,2010/2/26,0.0561893,-0.0981787,0,0,0,0,marketing_bear_svr2,0
976,2010/3/31,0.060609,-0.09804,0,0,0,0,marketing_bear_svr2,0
977,2010/4/30,0.0315212,-0.0984277,0,0,0,0,marketing_bear_svr2,0
978,2010/5/31,0.0736983,-0.0971199,0,0,0,0,marketing_bear_svr2,0
979,2010/6/30,0.0516488,-0.0939692,0,0,0,0,marketing_bear_svr2,0
980,2010/7/30,0.0579402,-0.0860221,0,0,0,0,marketing_bear_svr2,0
981,2010/8/31,0.0240631,-0.0823514,0,0,0,0,marketing_bear_svr2,0
982,2010/9/30,0.00239843,-0.0753966,0,0,0,0,marketing_bear_svr2,0
983,2010/10/29,-0.0329711,-0.0730204,0,0,0,0,marketing_bear_svr2,0
984,2010/11/30,-0.0998707,-0.0726042,1,0,0,0,marketing_bear_svr2,0
985,2010/12/31,-0.0674935,-0.0715895,0,0,0,0,marketing_bear_svr2,0
986,2011/1/31,-0.0455708,-0.0700751,0,0,0,0,marketing_bear_svr2,0
987,2011/2/28,0.0268053,-0.0652435,0,0,0,0,marketing_bear_svr2,0
988,2011/3/31,0.0256267,-0.0594271,0,0,0,0,marketing_bear_svr2,0
989,2011/4/29,-0.00280158,-0.050662,0,0,0,0,marketing_bear_svr2,0
990,2011/5/31,-0.0786882,-0.0444383,1,0,0,0,marketing_bear_svr2,0
991,2011/6/30,-0.0266558,-0.0385829,0,0,0,0,marketing_bear_svr2,0
992,2011/7/29,-0.0647242,-0.0344967,1,1,0,0,marketing_bear_svr2,0
993,2011/8/31,0.0761725,-0.0283299,0,0,1,1,marketing_bear_svr2,0
994,2011/9/30,-0.00794896,-0.0298406,0,0,1,0,marketing_bear_svr2,0
995,2011/10/31,0.0237478,-0.0318618,0,0,1,0,marketing_bear_svr2,0
996,2011/11/30,-0.0541017,-0.0371022,1,0,0,-1,marketing_bear_svr2,0
997,2011/12/30,-0.0239029,-0.0403871,0,0,0,0,marketing_bear_svr2,0
998,2012/1/31,-0.0168992,-0.0409042,0,0,0,0,marketing_bear_svr2,0
999,2012/2/29,-0.0182778,-0.0403648,0,0,0,0,marketing_bear_svr2,0
1000,2012/3/30,-0.0155242,-0.0389806,0,0,0,0,marketing_bear_svr2,0
1001,2012/4/30,0.00758735,-0.0396691,0,0,0,0,marketing_bear_svr2,0
1002,2012/5/31,0.0112044,-0.0391932,0,0,0,0,marketing_bear_svr2,0
1003,2012/6/29,-0.0226788,-0.0395013,0,0,0,0,marketing_bear_svr2,0
1004,2012/7/31,-0.0684962,-0.0439878,1,0,0,0,marketing_bear_svr2,0
1005,2012/8/31,-0.0437894,-0.0465961,0,0,0,0,marketing_bear_svr2,0
1006,2012/9/28,0.00660891,-0.0469707,0,0,0,0,marketing_bear_svr2,0
1007,2012/10/31,0.0335548,-0.0469573,0,0,0,0,marketing_bear_svr2,0
1008,2012/11/30,0.0096559,-0.0468984,0,0,0,0,marketing_bear_svr2,0
1009,2012/12/31,-0.0023346,-0.0473203,0,0,0,0,marketing_bear_svr2,0
1010,2013/1/31,0.0213744,-0.0471299,0,0,0,0,marketing_bear_svr2,0
1011,2013/2/28,0.0406127,-0.0471393,0,0,0,0,marketing_bear_svr2,0
1012,2013/3/29,0.00312284,-0.0471238,0,0,0,0,marketing_bear_svr2,0
1013,2013/4/30,-0.0373992,-0.0473408,0,0,0,0,marketing_bear_svr2,0
1014,2013/5/31,-0.0439308,-0.0429819,1,0,0,0,marketing_bear_svr2,0
1015,2013/6/28,0.0189027,-0.0391457,0,0,0,0,marketing_bear_svr2,0
1016,2013/7/31,0.0538529,-0.0367384,0,0,0,0,marketing_bear_svr2,0
1017,2013/8/30,0.0622939,-0.0369087,0,0,0,0,marketing_bear_svr2,0
1018,2013/9/30,0.0146855,-0.0370685,0,0,0,0,marketing_bear_svr2,0
1019,2013/10/31,0.0134325,-0.0366486,0,0,0,0,marketing_bear_svr2,0
1020,2013/11/29,-0.0204726,-0.0326071,0,0,0,0,marketing_bear_svr2,0
1021,2013/12/31,-0.030674,-0.0328261,0,0,0,0,marketing_bear_svr2,0
1022,2014/1/31,-0.0569546,-0.0321991,1,0,0,0,marketing_bear_svr2,0
1023,2014/2/28,-0.0106143,-0.0323937,0,0,0,0,marketing_bear_svr2,0
1024,2014/3/31,0.0235996,-0.0316904,0,0,0,0,marketing_bear_svr2,0
1025,2014/4/30,0.0253886,-0.0316772,0,0,0,0,marketing_bear_svr2,0
1026,2014/5/30,0.0214474,-0.028238,0,0,0,0,marketing_bear_svr2,0
1027,2014/6/30,0.00168628,-0.0271492,0,0,0,0,marketing_bear_svr2,0
1028,2014/7/31,0.0349099,-0.0258378,0,0,0,0,marketing_bear_svr2,0
1029,2014/8/29,0.0267604,-0.0244343,0,0,0,0,marketing_bear_svr2,0
1030,2014/9/30,0.0380238,-0.0230225,0,0,0,0,marketing_bear_svr2,0
1031,2014/10/31,0.0146966,-0.0228276,0,0,0,0,marketing_bear_svr2,0
1032,2014/11/28,-0.00973945,-0.0235915,0,0,0,0,marketing_bear_svr2,0
1033,2014/12/31,-0.0247476,-0.0237111,1,0,0,0,marketing_bear_svr2,0
1034,2015/1/30,-0.00218771,-0.0190213,0,0,0,0,marketing_bear_svr2,0
1035,2015/2/27,-0.000750227,-0.0163381,0,0,0,0,marketing_bear_svr2,0
1036,2015/3/31,0.00674026,-0.0163336,0,0,0,0,marketing_bear_svr2,0
1037,2015/4/30,-0.0269066,-0.0185444,1,0,0,0,marketing_bear_svr2,0
1038,2015/5/29,0.00396439,-0.0187259,0,0,0,0,marketing_bear_svr2,0
1039,2015/6/30,-0.0125689,-0.0191975,0,0,0,0,marketing_bear_svr2,0
1040,2015/7/31,-0.0537103,-0.0231648,1,0,0,0,marketing_bear_svr2,0
1041,2015/8/31,-0.0869083,-0.0301262,1,1,0,0,marketing_bear_svr2,0
1042,2015/9/30,-0.11625,-0.0390976,1,1,1,1,marketing_bear_svr2,0
1043,2015/10/30,-0.0568377,-0.040325,1,1,1,0,marketing_bear_svr2,0
1044,2015/11/30,-0.0357597,-0.0398545,0,0,1,0,marketing_bear_svr2,0
1045,2015/12/31,-0.0288625,-0.0413783,0,0,1,0,marketing_bear_svr2,0
1046,2016/1/29,-0.0298357,-0.0428567,0,0,1,0,marketing_bear_svr2,0
1047,2016/2/29,-0.00407611,-0.0429557,0,0,0,-1,marketing_bear_svr2,0
1048,2016/3/31,0.0462695,-0.0429745,0,0,0,0,marketing_bear_svr2,0
1049,2016/4/29,0.0627466,-0.0431628,0,0,0,0,marketing_bear_svr2,0
1050,2016/5/31,0.049933,-0.0420204,0,0,0,0,marketing_bear_svr2,0
1051,2016/6/30,0.0646434,-0.0403764,0,0,0,0,marketing_bear_svr2,0
1052,2016/7/29,0.0557263,-0.0367765,0,0,0,0,marketing_bear_svr2,0
1053,2016/8/31,0.0669921,-0.0356181,0,0,0,0,marketing_bear_svr2,0
1054,2016/9/30,0.0535978,-0.0353218,0,0,0,0,marketing_bear_svr2,0
1055,2016/10/31,0.0513089,-0.0350362,0,0,0,0,marketing_bear_svr2,0
1056,2016/11/30,0.0216568,-0.0350316,0,0,0,0,marketing_bear_svr2,0
1057,2016/12/30,-0.00886396,-0.0354305,0,0,0,0,marketing_bear_svr2,0
1058,2017/1/31,-0.0280763,-0.037485,0,0,0,0,marketing_bear_svr2,0
1059,2017/2/28,-0.0475996,-0.0404491,1,0,0,0,marketing_bear_svr2,0
1060,2017/3/31,-0.0291464,-0.0424023,0,0,0,0,marketing_bear_svr2,0
1061,2017/4/28,-0.00216426,-0.042858,0,0,0,0,marketing_bear_svr2,0
1062,2017/5/31,0.00685187,-0.0423292,0,0,0,0,marketing_bear_svr2,0
1063,2017/6/30,0.00249502,-0.0412824,0,0,0,0,marketing_bear_svr2,0
1064,2017/7/31,-0.00987974,-0.0415549,0,0,0,0,marketing_bear_svr2,0
1065,2017/8/31,-0.00257801,-0.0416144,0,0,0,0,marketing_bear_svr2,0
1066,2017/9/29,0.00780356,-0.0415858,0,0,0,0,marketing_bear_svr2,0
1067,2017/10/31,0.00956603,-0.0402222,0,0,0,0,marketing_bear_svr2,0
1068,2017/11/30,0.0258208,-0.039717,0,0,0,0,marketing_bear_svr2,0
1069,2017/12/29,0.0265967,-0.0385907,0,0,0,0,marketing_bear_svr2,0
1070,2018/1/31,0.0152564,-0.035384,0,0,0,0,marketing_bear_svr2,0
1071,2018/2/28,0.0123374,-0.029326,0,0,0,0,marketing_bear_svr2,0
1072,2018/3/30,0.0143193,-0.0191544,0,0,0,0,marketing_bear_svr2,0
1073,2018/4/30,0.0297747,-0.014392,0,0,0,0,marketing_bear_svr2,0
1074,2018/5/31,-0.00860589,-0.0126118,0,0,0,0,marketing_bear_svr2,0
1075,2018/6/29,-0.0129663,-0.0115643,1,0,0,0,marketing_bear_svr2,0
1076,2018/7/31,-0.0292806,-0.0115229,1,1,0,0,marketing_bear_svr2,0
1077,2018/8/31,-0.00830932,-0.011746,0,0,1,1,marketing_bear_svr2,0
1078,2018/9/28,-0.0192576,-0.0139267,1,1,1,0,marketing_bear_svr2,0
1079,2018/10/31,-0.0105269,-0.0153289,0,0,1,0,marketing_bear_svr2,0
1080,2018/11/30,-0.00410069,-0.0163924,0,0,1,0,marketing_bear_svr2,0
1081,2018/12/31,0.0164721,-0.0163461,0,0,1,0,marketing_bear_svr2,0
1082,2019/1/31,0.0309129,-0.0161637,0,0,0,-1,marketing_bear_svr2,0
1083,2019/2/28,0.00617341,-0.0159004,0,0,0,0,marketing_bear_svr2,0
1084,2019/3/29,-0.0126077,-0.0165621,0,0,0,0,marketing_bear_svr2,0
1085,2019/4/30,-0.0488472,-0.0197021,1,0,0,0,marketing_bear_svr2,0
1086,2019/5/31,-0.0306833,-0.0215718,1,1,0,0,marketing_bear_svr2,0
61,2019/6/28,-0.0170543,-0.021947,0,0,1,1,marketing_bear_svr2,10730.8
62,2019/7/31,-0.00362149,-0.0207182,0,0,1,0,marketing_bear_svr2,10823.8
63,2019/8/30,0.0148408,-0.0173502,0,0,1,0,marketing_bear_svr2,10618
64,2019/9/30,-0.00386441,-0.0158945,0,0,0,-1,marketing_bear_svr2,10829.7
65,2019/10/31,-0.000123975,-0.0158233,0,0,0,0,marketing_bear_svr2,11358.7
66,2019/11/29,-0.0310047,-0.0177387,1,0,0,0,marketing_bear_svr2,11489.6
67,2019/12/31,-0.0249,-0.0190309,1,1,0,0,marketing_bear_svr2,11997.1
68,2020/1/31,-0.0248501,-0.0198506,1,1,1,1,marketing_bear_svr2,11495.1
69,2020/2/28,-0.00555634,-0.0199552,0,0,1,0,marketing_bear_svr2,11292.2
70,2020/3/31,0.0987225,-0.0229605,0,0,1,0,marketing_bear_svr2,9708.06
71,2020/4/30,0.560922,-0.0707158,0,0,1,0,marketing_bear_svr2,10992.1
72,2020/5/29,0.448681,-0.0784472,0,0,0,-1,marketing_bear_svr2,10942.2
198,2020/6/30,0.25886,-0.0760042,0,0,0,0,marketing_bear_svr2,11621.2
214,2020/7/31,-0.260709,-0.0940472,1,0,0,0,marketing_bear_svr2,12664.8
230,2020/8/31,-0.21285,-0.107041,1,1,0,0,marketing_bear_svr2,12795.5
247,2007/9/28,0.00976053,0.0383021,0,0,0,0,marketing_bull_lin,0
248,2007/10/31,0.0398954,0.0408033,0,0,0,0,marketing_bull_lin,0
249,2007/11/30,0.0138901,0.0421845,0,0,0,0,marketing_bull_lin,0
250,2007/12/31,-0.0292642,0.0424887,0,0,0,0,marketing_bull_lin,0
251,2008/1/31,-0.128032,0.0411419,0,0,0,0,marketing_bull_lin,0
252,2008/2/29,-0.0736456,0.0396891,0,0,0,0,marketing_bull_lin,0
253,2008/3/31,-0.104958,0.0367096,0,0,0,0,marketing_bull_lin,0
254,2008/4/30,-0.0451445,0.0342896,0,0,0,0,marketing_bull_lin,0
